,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,number_of_reviews,latitude,longitude,room_type,maximum_nights,availability_30,bedrooms,beds,price,minimum_nights,availability_60,availability_90,availability_365,instant_bookable,host_days_on_Airbnb,Borough
33637,f,t,t,4,9,34.07846611224417,-118.15504055597202,Entire home/apt,365,7,2.0,3.0,209.0,1,16,38,128,t,1570.0,Other Cities
33640,f,t,t,3,3,34.062378,-118.305603,Entire home/apt,90,9,1.0,2.0,231.0,2,24,54,317,f,340.0,City of Los Angeles
33642,f,t,t,3,0,34.09034286636806,-118.34548434166092,Entire home/apt,365,8,1.0,2.0,170.0,2,21,41,306,t,1471.0,Other Cities
33645,f,t,t,16,0,34.07908405773457,-118.39579606304486,Entire home/apt,365,22,6.0,6.0,3000.0,2,52,82,357,t,382.0,Other Cities
33646,f,t,t,4,1,33.9798,-118.45428,Entire home/apt,28,19,1.0,2.0,344.0,2,36,66,66,t,482.0,Unincorporated Areas
33647,t,t,f,4,2,34.0881,-118.34857,Entire home/apt,365,5,2.0,3.0,300.0,3,10,27,106,t,2083.0,City of Los Angeles
33648,f,t,t,5,1,34.12641714206333,-118.255873779362,Entire home/apt,365,12,2.0,3.0,204.0,1,42,72,162,f,683.0,Other Cities
33649,f,t,t,2,1,34.01518972935127,-117.90343847775074,Private room,365,21,1.0,2.0,75.0,2,51,59,59,f,1804.0,Other Cities
33650,f,t,t,4,2,34.14325248253596,-117.9051792545151,Entire home/apt,180,2,2.0,2.0,98.0,1,15,37,124,t,1411.0,Other Cities
33651,f,t,t,4,3,33.977355519689496,-118.43777747030612,Entire home/apt,365,11,1.0,1.0,183.0,2,35,65,65,t,3604.0,Unincorporated Areas
33652,f,t,t,6,0,34.0907608908357,-118.3932786995102,Entire home/apt,365,15,2.0,1.0,185.0,1,15,15,15,f,1163.0,Other Cities
33657,f,t,t,4,0,34.003604011093906,-118.43020897933832,Entire home/apt,365,18,1.0,1.0,120.0,30,48,78,168,f,1293.0,City of Los Angeles
33663,f,t,t,6,0,33.98291050535921,-118.44499400583882,Entire home/apt,365,0,2.0,3.0,320.0,1,4,20,292,t,357.0,Unincorporated Areas
33664,f,t,t,10,0,33.99375282452766,-118.1439167681128,Entire home/apt,365,30,4.0,5.0,1164.0,2,60,90,364,t,2881.0,Other Cities
33666,f,t,t,4,1,33.827938385050615,-118.072486699526,Entire home/apt,90,0,2.0,2.0,145.0,30,0,15,104,t,1792.0,Other Cities
33667,f,t,t,4,0,34.09011972771804,-118.37640960093192,Entire home/apt,365,5,1.0,1.0,175.0,30,14,18,262,t,1824.0,Other Cities
33668,f,t,t,9,0,34.03970169737469,-118.26075447922057,Entire home/apt,365,13,3.0,6.0,433.0,2,43,73,163,t,92.0,City of Los Angeles
33669,t,t,t,8,0,34.08199,-117.83168,Entire home/apt,365,22,4.0,5.0,222.0,2,39,39,39,t,1619.0,Other Cities
33670,f,t,t,12,0,34.156475020413914,-118.57210713548596,Entire home/apt,365,30,6.0,7.0,380.0,30,60,90,365,t,2139.0,City of Los Angeles
33672,f,t,t,2,0,34.16756552690184,-118.51915810479076,Entire home/apt,90,4,1.0,1.0,113.0,30,4,4,4,f,2886.0,City of Los Angeles
33673,t,t,t,8,0,34.13086810093921,-118.34683824742986,Entire home/apt,365,19,3.0,3.0,436.0,2,24,24,24,f,1993.0,City of Los Angeles
33674,t,t,t,3,0,34.06135,-118.25785,Entire home/apt,365,0,1.0,2.0,130.0,30,0,0,85,f,3485.0,City of Los Angeles
33675,f,t,t,10,0,33.99376280649992,-118.23071038591114,Entire home/apt,365,30,4.0,5.0,1209.0,2,60,90,364,t,156.0,Other Cities
33676,f,t,t,10,0,33.98579,-117.86026,Entire home/apt,365,0,5.0,5.0,398.0,3,8,18,292,t,322.0,Unincorporated Areas
33678,f,t,f,14,0,33.78327055383558,-118.26195401778467,Entire home/apt,365,6,5.0,9.0,260.0,30,34,64,338,f,88.0,City of Los Angeles
33679,f,t,f,10,0,34.03069952523222,-118.77809888784734,Entire home/apt,60,5,5.0,1.0,1900.0,30,35,65,288,f,2308.0,Other Cities
33680,f,t,t,8,3,34.16381430359557,-118.4835175903902,Entire home/apt,365,0,4.0,4.0,826.0,4,0,0,275,f,162.0,City of Los Angeles
33684,f,t,f,4,0,34.06733544558142,-118.37750640003657,Entire home/apt,365,9,1.0,2.0,278.0,2,24,54,329,f,435.0,Other Cities
33685,f,t,t,12,0,34.034959471642736,-118.52896027900218,Entire home/apt,365,30,4.0,4.0,2000.0,1,50,80,355,t,99.0,City of Los Angeles
33686,f,t,t,1,1,34.03751881487797,-117.95846084369308,Private room,365,29,1.0,1.0,81.0,1,59,89,363,t,141.0,Unincorporated Areas
33688,f,t,f,2,0,34.0617175962678,-118.29599516008196,Entire home/apt,365,0,1.0,1.0,79.0,30,0,0,0,t,541.0,City of Los Angeles
33689,f,t,t,8,1,34.12369688266496,-118.09124935117816,Entire home/apt,365,21,3.0,4.0,303.0,2,51,79,168,f,2562.0,Other Cities
33690,f,t,t,16,1,34.0495664760001,-118.24902712260916,Entire home/apt,365,18,2.0,2.0,161.0,1,46,76,351,t,1599.0,City of Los Angeles
33691,f,t,f,4,0,34.12740764861618,-118.21651715833087,Entire home/apt,365,0,1.0,2.0,141.0,30,9,39,314,f,173.0,City of Los Angeles
33693,f,t,t,4,2,33.978664,-118.459587,Entire home/apt,1125,16,2.0,3.0,208.0,1,41,67,341,t,216.0,Unincorporated Areas
33694,t,t,t,4,0,34.10526390117454,-118.22195388824792,Entire home/apt,20,0,3.0,3.0,520.0,1,3,11,286,f,2530.0,City of Los Angeles
33695,f,t,t,3,2,33.92958080173221,-118.33773375576008,Entire home/apt,365,20,,3.0,143.0,2,50,80,355,t,680.0,Other Cities
33696,f,t,t,8,0,34.03634753604668,-118.8664881253624,Entire home/apt,365,30,3.0,3.0,1006.0,3,51,79,353,t,2027.0,Other Cities
33698,t,t,t,10,0,34.10443792755391,-118.394905556542,Entire home/apt,365,21,4.0,4.0,2960.0,31,51,81,170,t,2377.0,Other Cities
33699,f,t,t,2,0,33.98006690851639,-118.3645314300953,Private room,365,0,1.0,1.0,151.0,2,0,0,0,f,171.0,Other Cities
33701,f,t,t,14,0,34.07658,-118.34833,Entire home/apt,365,26,5.0,5.0,2657.0,2,56,86,356,t,99.0,City of Los Angeles
33702,f,t,t,2,0,34.08353612186194,-118.28043066128048,Entire home/apt,90,6,1.0,1.0,99.0,30,36,66,341,t,3113.0,City of Los Angeles
33703,f,t,t,4,2,33.76742914998572,-118.19566812468987,Entire home/apt,1125,21,1.0,2.0,197.0,2,49,79,354,t,2519.0,Other Cities
33704,t,t,t,4,0,34.091278476519214,-118.19907289058992,Entire home/apt,365,9,2.0,2.0,355.0,4,9,12,286,t,398.0,City of Los Angeles
33705,f,t,t,8,1,34.0583793442327,-118.1725323393188,Entire home/apt,365,19,2.0,5.0,201.0,2,49,79,169,t,92.0,Unincorporated Areas
33707,f,t,f,6,0,33.878223,-118.405518,Entire home/apt,150,0,3.0,3.0,228.0,150,0,0,247,f,2601.0,Other Cities
33708,f,t,t,2,0,33.77690900597994,-118.16911397302552,Entire home/apt,365,30,1.0,1.0,71.0,1,60,90,365,t,2216.0,Other Cities
33709,f,t,f,4,0,34.09842787462645,-118.3762612449051,Entire home/apt,28,5,3.0,2.0,875.0,5,35,65,340,f,2285.0,City of Los Angeles
33712,f,t,t,6,0,34.07142019146256,-118.38405193083422,Entire home/apt,365,30,2.0,3.0,350.0,30,60,90,365,f,1031.0,Other Cities
33714,f,t,t,3,0,33.99667614067564,-118.4173586598728,Entire home/apt,60,0,2.0,2.0,130.0,30,0,1,217,t,238.0,City of Los Angeles
33717,f,t,t,4,0,33.8953187691188,-118.3517600940538,Entire home/apt,365,16,2.0,2.0,154.0,1,46,76,351,t,197.0,Other Cities
33718,f,t,t,4,2,34.01647134109782,-118.49280798822063,Entire home/apt,365,23,1.0,2.0,259.0,1,45,63,338,t,357.0,Other Cities
33723,f,t,t,2,0,34.018307278645864,-118.4927152951304,Shared room,365,22,1.0,1.0,450.0,1,52,82,357,f,507.0,Other Cities
33725,f,t,t,1,0,34.04897411311567,-118.30246269348694,Private room,1125,3,1.0,1.0,30.0,31,3,24,299,t,1533.0,City of Los Angeles
33726,f,t,t,3,6,34.1482689018567,-118.11488013591864,Entire home/apt,1125,2,1.0,,135.0,1,22,41,41,t,96.0,Other Cities
33728,f,t,t,4,0,34.09907159298976,-118.33375782050464,Entire home/apt,365,5,,2.0,134.0,3,22,52,324,t,2975.0,City of Los Angeles
33729,f,t,t,12,1,33.96151697908873,-118.31982029832916,Entire home/apt,365,23,6.0,6.0,262.0,3,53,83,358,t,2334.0,Other Cities
33731,f,t,t,4,0,34.11988858704751,-118.21530186617102,Entire home/apt,1125,0,1.0,1.0,160.0,30,4,31,33,f,3331.0,City of Los Angeles
33734,f,t,t,4,0,34.03255158279302,-118.2656273480997,Entire home/apt,1125,0,1.0,2.0,58.0,31,2,2,277,t,1533.0,City of Los Angeles
33735,f,t,t,14,0,34.09143027338585,-118.39303988804872,Entire home/apt,59,30,4.0,4.0,2128.0,3,60,90,168,f,633.0,City of Los Angeles
33736,f,t,t,6,0,34.029377713265404,-118.3618901571828,Entire home/apt,365,30,3.0,3.0,249.0,30,60,90,365,f,1031.0,City of Los Angeles
33737,f,t,t,6,0,34.01642795708052,-118.4982539326448,Entire home/apt,365,7,3.0,3.0,1444.0,3,34,34,39,t,3716.0,Other Cities
33738,f,t,t,3,0,34.04835244944206,-118.30173085176364,Private room,1125,0,1.0,1.0,37.0,31,0,0,67,t,1533.0,City of Los Angeles
33739,t,t,t,7,2,33.97782518612424,-118.4607709961526,Entire home/apt,365,23,3.0,3.0,440.0,2,48,78,349,t,241.0,Unincorporated Areas
33741,f,t,t,2,0,33.85706770408921,-118.3952241591526,Entire home/apt,365,3,1.0,1.0,230.0,3,3,11,11,f,2647.0,Other Cities
33742,f,t,t,6,1,33.97894,-117.90375,Entire home/apt,365,14,3.0,3.0,179.0,1,42,72,162,t,92.0,Unincorporated Areas
33743,f,t,t,2,4,33.93701988909039,-118.34665226321404,Private room,180,20,1.0,1.0,78.0,2,32,52,327,f,3180.0,Unincorporated Areas
33746,f,t,t,3,2,34.088078,-118.382629,Entire home/apt,4,16,,1.0,295.0,1,46,76,350,t,2414.0,Other Cities
33747,f,t,f,4,1,33.90462002824984,-118.33487167158968,Entire home/apt,3,0,2.0,3.0,143.0,1,4,34,34,t,2332.0,Other Cities
33748,f,t,t,3,0,34.169784088802665,-118.28996131983502,Entire home/apt,29,6,,1.0,179.0,2,23,43,317,t,2480.0,Other Cities
33753,f,t,t,4,0,34.17122537362592,-118.6019765905158,Entire home/apt,365,9,2.0,2.0,172.0,30,39,69,344,t,1634.0,City of Los Angeles
33759,f,t,f,6,0,34.15640259282225,-118.40770722201282,Entire home/apt,365,8,2.0,2.0,269.0,2,38,68,158,t,677.0,City of Los Angeles
33762,f,t,f,4,1,34.14628384824707,-118.12807543205014,Entire home/apt,1125,21,2.0,2.0,197.0,2,51,81,342,t,264.0,Other Cities
33765,f,t,t,2,2,34.06190408447598,-118.37574347516104,Private room,365,11,1.0,1.0,147.0,3,41,71,346,t,2334.0,Other Cities
33767,t,t,t,4,0,34.109337,-118.341927,Entire home/apt,365,30,2.0,2.0,480.0,30,60,90,365,f,3678.0,City of Los Angeles
33769,f,t,t,4,1,34.04545025957127,-118.26758864196832,Entire home/apt,365,18,2.0,2.0,224.0,2,39,49,310,t,1209.0,City of Los Angeles
33773,f,t,t,4,0,33.899175952406075,-118.3137802380003,Entire home/apt,365,0,2.0,2.0,150.0,30,5,35,310,t,172.0,Other Cities
33775,f,t,t,4,0,34.09281978621065,-118.3870490155675,Entire home/apt,365,30,4.0,4.0,1500.0,30,60,90,365,f,1916.0,City of Los Angeles
33776,f,t,t,3,0,33.98134,-117.88871,Private room,365,22,1.0,2.0,74.0,1,52,82,357,t,988.0,Unincorporated Areas
33778,f,f,t,2,0,33.78680763021581,-118.15749367668282,Entire home/apt,90,0,1.0,1.0,125.0,31,0,7,205,t,1171.0,Other Cities
33780,f,t,t,3,0,34.1447169010587,-118.25650061970715,Entire home/apt,90,30,1.0,2.0,205.0,15,60,90,180,f,2151.0,Other Cities
33785,f,t,t,4,0,34.049907905037486,-118.30237109032608,Private room,1125,0,1.0,2.0,30.0,31,26,26,255,t,1533.0,City of Los Angeles
33787,f,t,t,1,1,34.42553,-118.47387,Private room,365,0,1.0,1.0,45.0,1,1,21,21,t,1365.0,Other Cities
33788,f,t,t,2,0,34.03196556769122,-118.26534675383728,Entire home/apt,1125,0,1.0,1.0,54.0,31,18,48,323,t,1533.0,City of Los Angeles
33789,f,t,t,4,0,34.17276878199685,-118.60832707135565,Entire home/apt,1125,30,2.0,3.0,220.0,30,60,90,365,f,86.0,City of Los Angeles
33794,f,t,t,14,0,34.149398842933586,-118.41662218343748,Entire home/apt,365,30,7.0,7.0,2000.0,3,60,90,365,f,2936.0,City of Los Angeles
33795,f,t,t,1,1,34.070200651734794,-118.3992255329175,Entire home/apt,365,12,,2.0,88.0,1,41,70,70,f,504.0,Other Cities
33797,t,t,t,2,4,34.056836173511144,-118.1754179247107,Entire home/apt,365,12,1.0,1.0,109.0,1,29,55,330,t,2734.0,Unincorporated Areas
33798,f,t,t,4,5,33.99104,-117.98462,Private room,27,5,1.0,2.0,55.0,1,23,41,309,f,1913.0,Unincorporated Areas
33800,f,t,t,7,0,34.05485984050203,-118.3842627881895,Entire home/apt,220,0,2.0,4.0,150.0,30,20,50,300,f,2969.0,City of Los Angeles
33801,t,t,t,16,0,34.07767290589231,-118.40068002113968,Entire home/apt,365,27,8.0,9.0,18271.0,7,57,87,362,f,1123.0,Other Cities
33803,t,t,t,2,0,34.13083068056682,-118.63525200698828,Entire home/apt,365,5,1.0,1.0,239.0,1,21,21,184,f,2679.0,Other Cities
33805,f,t,t,6,0,34.169120716554744,-118.59753365049076,Entire home/apt,365,5,2.0,3.0,102.0,30,17,17,93,f,2208.0,City of Los Angeles
33807,f,f,f,2,2,34.099582941374315,-118.03234716560272,Private room,29,5,1.0,1.0,52.0,1,13,43,132,f,906.0,Other Cities
33810,f,t,t,2,0,34.15493,-118.34195,Shared room,365,8,1.0,2.0,40.0,3,26,33,306,t,2166.0,Other Cities
33811,f,t,t,5,0,34.015861784701144,-118.41600725099316,Entire home/apt,365,0,3.0,3.0,320.0,30,0,0,179,f,3924.0,City of Los Angeles
33812,f,t,t,4,0,34.06396981550807,-118.39403599004868,Entire home/apt,29,18,2.0,2.0,295.0,10,29,51,326,f,476.0,Other Cities
33815,f,t,t,2,0,33.93096832437771,-118.36140055980616,Entire home/apt,365,20,1.0,2.0,120.0,1,50,79,354,f,524.0,Other Cities
33817,f,t,t,4,0,34.041553,-118.257111,Entire home/apt,60,9,1.0,2.0,146.0,30,25,55,55,f,3880.0,City of Los Angeles
33818,f,t,t,1,0,34.07025,-118.39913,Shared room,365,24,1.0,1.0,27.0,1,54,84,358,f,504.0,Other Cities
33822,f,t,t,8,0,34.13160126354855,-118.26813005601464,Entire home/apt,365,23,3.0,3.0,320.0,30,53,55,242,f,3508.0,City of Los Angeles
33824,f,t,t,8,1,33.97771,-117.90435,Entire home/apt,365,13,3.0,4.0,195.0,2,43,73,163,t,92.0,Unincorporated Areas
33826,t,t,t,4,0,34.19735999664595,-118.39105183188111,Entire home/apt,365,10,1.0,1.0,70.0,35,40,70,345,f,469.0,City of Los Angeles
33827,t,t,t,2,0,34.10807506061019,-118.20970129670678,Entire home/apt,266,0,2.0,1.0,240.0,30,23,53,232,t,371.0,City of Los Angeles
33828,f,t,t,5,0,34.133005754044625,-118.44474846470736,Entire home/apt,120,23,4.0,3.0,600.0,30,53,83,358,f,3721.0,City of Los Angeles
33829,f,t,t,2,6,34.14115642099847,-118.62119422968712,Entire home/apt,1125,19,1.0,1.0,119.0,1,42,72,347,t,2256.0,Other Cities
33830,f,t,t,1,0,34.04904076345081,-117.9743353742458,Private room,365,1,5.0,1.0,38.0,30,1,30,304,f,1529.0,Other Cities
33831,f,t,t,2,0,33.746685,-118.387962,Entire home/apt,365,29,1.0,2.0,239.0,30,59,89,363,t,2527.0,Other Cities
33832,f,t,t,4,0,34.06506290064234,-118.39352182059386,Entire home/apt,365,11,1.0,1.0,411.0,1,29,59,334,f,1576.0,Other Cities
33835,f,t,t,1,0,34.04938993506478,-117.97252735353968,Shared room,365,0,1.0,5.0,38.0,30,11,41,315,t,1529.0,Other Cities
33836,f,t,t,1,0,34.00966,-117.90084,Private room,365,3,1.0,1.0,40.0,30,33,63,338,f,1529.0,Unincorporated Areas
33839,f,t,t,4,1,34.15546169767893,-118.3398815981368,Shared room,365,13,1.0,4.0,30.0,1,20,46,321,t,2166.0,Other Cities
33840,f,t,t,6,1,33.98185162621798,-118.46255013872762,Entire home/apt,365,8,2.0,3.0,296.0,1,27,57,305,t,357.0,City of Los Angeles
33841,f,t,t,2,1,34.01674534185905,-118.40926112857288,Private room,10,5,1.0,1.0,212.0,1,23,53,53,f,85.0,Other Cities
33843,f,t,t,2,1,34.14173737144708,-118.26062013843192,Private room,60,6,1.0,1.0,60.0,2,11,41,131,f,1419.0,Other Cities
33845,f,t,t,4,0,34.06454323232174,-118.34281237373403,Entire home/apt,1100,30,2.0,2.0,175.0,30,60,90,365,f,2481.0,City of Los Angeles
33846,f,t,t,4,0,34.06308,-118.36098,Entire home/apt,200,30,2.0,2.0,200.0,30,60,90,365,t,856.0,City of Los Angeles
33847,f,t,t,8,1,34.09929224434797,-118.04207289142902,Entire home/apt,365,8,4.0,4.0,300.0,2,17,46,46,t,1760.0,Other Cities
33848,f,t,t,6,2,33.919476,-118.019829,Entire home/apt,28,22,3.0,3.0,336.0,1,41,68,88,t,345.0,Unincorporated Areas
33849,f,t,t,2,6,34.043606,-118.25367,Entire home/apt,1125,13,1.0,1.0,189.0,1,37,65,340,t,1959.0,City of Los Angeles
33850,t,t,t,14,0,34.08242,-118.39806,Entire home/apt,365,27,7.0,8.0,11900.0,7,57,87,362,f,1123.0,Other Cities
33852,f,t,f,4,0,33.9721794,-118.4605035,Entire home/apt,90,30,2.0,4.0,316.0,30,60,90,180,t,458.0,City of Los Angeles
33855,t,t,t,6,0,34.00858501054391,-118.44100318569132,Entire home/apt,60,5,3.0,3.0,284.0,30,35,62,218,t,890.0,City of Los Angeles
33856,t,t,t,4,1,33.95947971371807,-118.32473103118576,Entire home/apt,90,13,2.0,3.0,184.0,4,43,73,73,f,2272.0,Other Cities
33857,f,t,t,5,0,34.06697,-118.26274,Entire home/apt,365,30,2.0,2.0,205.0,30,60,90,90,f,697.0,City of Los Angeles
33860,f,t,t,4,0,34.088403090429814,-118.36706233376948,Entire home/apt,1125,5,2.0,3.0,300.0,5,24,24,65,f,3210.0,Other Cities
33861,f,t,t,3,0,34.074997,-118.031258,Private room,45,7,1.0,2.0,85.0,1,15,33,118,t,2712.0,Other Cities
33862,f,t,t,5,5,33.868629014152674,-118.07522898338304,Entire home/apt,365,3,2.0,3.0,102.0,1,10,18,98,t,2346.0,Other Cities
33866,f,t,t,4,0,33.85649583634508,-118.37885892816212,Entire home/apt,365,1,2.0,2.0,160.0,7,6,25,300,f,85.0,Other Cities
33867,f,t,t,2,0,33.79025651840676,-118.19933338935785,Private room,365,30,1.0,2.0,55.0,31,60,90,365,t,1754.0,Other Cities
33868,f,t,t,5,0,34.05071846491488,-118.24410671437413,Entire home/apt,60,5,2.0,2.0,202.0,30,35,65,65,f,2331.0,City of Los Angeles
33871,f,t,t,2,0,34.02208605266741,-118.40470097417392,Private room,45,30,1.0,1.0,120.0,30,60,90,365,f,1128.0,City of Los Angeles
33876,t,t,t,3,0,34.00987265035936,-118.42326018791796,Entire home/apt,365,5,1.0,1.0,99.0,30,35,65,340,t,2568.0,City of Los Angeles
33877,f,t,t,5,2,34.10830017652042,-118.06425219536112,Private room,365,8,1.0,4.0,70.0,7,32,62,337,f,1297.0,Other Cities
33879,t,t,t,5,2,33.89401940319459,-118.24730048044324,Entire home/apt,365,6,2.0,2.0,250.0,2,20,38,196,f,1060.0,Other Cities
33882,f,f,t,6,0,34.037199805437744,-118.39092871220258,Entire home/apt,30,30,3.0,3.0,299.0,30,60,90,90,t,85.0,City of Los Angeles
33884,f,t,t,12,0,34.09577055430769,-118.40388318614488,Entire home/apt,365,30,5.0,5.0,1757.0,30,60,90,365,t,382.0,City of Los Angeles
33885,f,t,t,6,1,33.99265929184177,-118.469880526272,Entire home/apt,365,8,3.0,3.0,453.0,30,34,64,64,t,330.0,City of Los Angeles
33887,f,t,t,2,0,34.14703750610352,-118.26168060302734,Entire home/apt,365,22,1.0,1.0,289.0,2,52,82,357,t,1681.0,Other Cities
33888,f,t,t,2,0,34.22514,-118.56263,Private room,30,10,1.0,1.0,120.0,30,40,70,345,f,85.0,City of Los Angeles
33889,t,t,t,3,0,34.03718902878543,-118.1359940933031,Private room,365,2,1.0,2.0,78.0,1,12,22,42,t,1287.0,Other Cities
33891,f,t,t,4,2,33.97735,-117.90298,Entire home/apt,365,16,2.0,2.0,133.0,1,41,71,161,t,92.0,Unincorporated Areas
33892,f,t,t,10,0,34.09024,-118.45022,Entire home/apt,365,17,4.0,6.0,1082.0,2,29,44,308,f,1509.0,City of Los Angeles
33893,f,t,t,2,1,33.911942486946124,-118.33896584637208,Shared room,3,4,1.0,1.0,32.0,1,4,7,7,t,360.0,Other Cities
33894,f,t,t,5,0,33.991946981353266,-118.45789082046252,Entire home/apt,1125,30,2.0,2.0,280.0,30,60,90,180,t,3387.0,City of Los Angeles
33895,f,t,t,2,0,34.04137,-117.972427,Private room,365,7,1.0,1.0,55.0,1,33,62,62,f,134.0,Other Cities
33896,f,t,t,4,0,34.13617,-118.70531,Entire home/apt,365,14,2.0,2.0,295.0,3,24,49,49,t,1619.0,Other Cities
33897,t,t,t,8,1,34.08898857873518,-118.30123592208308,Entire home/apt,365,9,3.0,4.0,258.0,1,23,53,53,t,2543.0,City of Los Angeles
33898,f,t,t,12,0,34.10954,-118.37829,Entire home/apt,365,27,5.0,5.0,3039.0,3,57,87,362,t,222.0,City of Los Angeles
33900,f,t,t,4,0,33.99289870409886,-118.4685285468649,Entire home/apt,365,30,2.0,2.0,204.0,30,60,90,90,t,330.0,City of Los Angeles
33901,f,t,t,7,2,34.02792261976387,-118.35934123604858,Entire home/apt,365,15,2.0,4.0,412.0,2,43,73,160,t,3355.0,City of Los Angeles
33903,t,t,t,10,0,34.70261,-118.15271,Entire home/apt,365,20,3.0,3.0,157.0,1,45,72,328,f,2991.0,Other Cities
33904,f,t,t,2,2,34.094306831089696,-118.34518350324733,Entire home/apt,29,23,,1.0,199.0,2,38,67,67,f,507.0,Other Cities
33905,f,t,f,5,0,34.10477038608072,-118.6288620441405,Entire home/apt,365,10,2.0,2.0,319.0,3,31,56,56,f,4973.0,Unincorporated Areas
33908,t,t,f,8,3,34.169334,-118.46212,Entire home/apt,365,17,4.0,5.0,279.0,3,35,62,312,t,1462.0,City of Los Angeles
33909,f,t,t,4,2,33.98958,-117.9782,Entire home/apt,365,16,1.0,1.0,65.0,1,43,72,72,f,1203.0,Unincorporated Areas
33910,f,t,t,7,1,34.063800749646816,-118.03365232309832,Entire home/apt,28,0,2.0,4.0,212.0,1,0,0,1,t,101.0,Other Cities
33911,f,t,t,4,1,33.93655172916212,-118.34468063521338,Private room,180,20,2.0,2.0,103.0,2,32,52,327,f,3180.0,Other Cities
33912,f,t,t,7,0,34.16408733845965,-118.36541633458654,Entire home/apt,32,30,3.0,2.0,225.0,31,60,90,90,f,3161.0,City of Los Angeles
33913,f,t,t,2,0,34.04375607301216,-118.25157236628078,Entire home/apt,365,2,1.0,1.0,120.0,30,32,62,336,t,1989.0,City of Los Angeles
33914,f,t,t,3,2,34.0925259476313,-118.34426264122314,Entire home/apt,29,18,,1.0,199.0,2,34,61,61,f,507.0,Other Cities
33916,f,t,t,4,1,34.08826997368798,-118.12143448742906,Entire home/apt,365,14,2.0,2.0,95.0,1,14,14,170,t,1395.0,Other Cities
33917,f,t,f,1,0,34.02427876195769,-118.5001497829668,Entire home/apt,60,5,,1.0,102.0,30,34,61,61,t,4050.0,Other Cities
33918,f,t,t,12,0,33.9953,-118.33557,Entire home/apt,365,7,6.0,7.0,707.0,1,37,67,186,f,107.0,City of Los Angeles
33919,f,t,t,6,0,34.094768077130205,-118.34582574933792,Entire home/apt,365,7,2.0,3.0,197.0,2,23,43,313,t,1471.0,City of Los Angeles
33921,f,t,t,2,0,33.785217,-118.153824,Entire home/apt,75,6,1.0,1.0,90.0,3,27,37,201,f,2745.0,Other Cities
33922,t,t,t,3,0,33.83032987648811,-118.3162223782004,Entire home/apt,365,0,1.0,2.0,142.0,30,29,59,333,t,983.0,Other Cities
33923,f,t,t,2,0,33.897336413436776,-118.41667934337671,Entire home/apt,365,8,,1.0,135.0,30,8,12,102,f,1878.0,Other Cities
33925,t,t,t,2,0,34.04369,-118.45507,Entire home/apt,1125,5,2.0,1.0,155.0,31,35,65,340,f,2430.0,City of Los Angeles
33926,f,t,t,5,0,34.178558745331266,-118.28582572366928,Entire home/apt,1125,0,2.0,3.0,388.0,1,2,12,259,f,1845.0,Other Cities
33927,f,t,t,2,3,34.06822298364131,-118.13107776353937,Private room,1125,3,1.0,1.0,53.0,1,8,25,143,f,2620.0,Other Cities
33928,f,t,t,2,0,34.15162977161675,-118.0886604135096,Entire home/apt,10,30,1.0,1.0,100.0,8,60,90,364,f,1377.0,Other Cities
33929,f,t,t,13,0,34.63035,-118.24006,Entire home/apt,1125,8,4.0,8.0,991.0,2,13,32,297,t,1934.0,Other Cities
33930,f,t,t,2,0,34.02160961305746,-118.48583326992234,Entire home/apt,365,0,,1.0,79.0,31,0,18,108,f,984.0,Other Cities
33931,f,t,t,3,0,34.14672537925641,-118.2313260543476,Entire home/apt,90,0,2.0,2.0,200.0,4,10,40,40,f,1016.0,Other Cities
33932,t,t,t,15,2,34.025545161566065,-118.3303864722008,Entire home/apt,365,23,4.0,7.0,552.0,1,40,60,325,f,2872.0,City of Los Angeles
33933,f,t,t,2,0,33.90853058781344,-118.30997338399996,Private room,365,30,1.0,1.0,93.0,1,60,90,365,t,1102.0,Other Cities
33934,f,f,t,2,0,34.14466020292071,-118.6091476303713,Entire home/apt,28,22,,1.0,60.0,28,52,82,172,f,457.0,Unincorporated Areas
33935,f,t,t,5,0,34.131046,-118.352608,Entire home/apt,365,30,2.0,2.0,128.0,30,60,90,365,t,1065.0,City of Los Angeles
33937,f,t,t,2,2,34.00411338609596,-118.30381605331463,Entire home/apt,365,20,2.0,1.0,95.0,1,50,80,354,f,524.0,City of Los Angeles
33939,f,t,t,6,0,34.2010056202461,-118.14136125358368,Entire home/apt,21,0,3.0,3.0,195.0,14,26,26,26,f,3536.0,Unincorporated Areas
33943,f,t,t,4,0,34.09764876712186,-118.32437024105263,Entire home/apt,1125,30,1.0,1.0,217.0,30,60,90,365,t,2655.0,City of Los Angeles
33944,f,t,t,3,0,34.15303,-118.65371,Entire home/apt,29,2,1.0,1.0,209.0,2,2,2,2,f,86.0,Other Cities
33946,f,t,t,4,0,34.08890722760447,-118.34348868942728,Entire home/apt,365,5,1.0,1.0,172.0,2,26,56,331,t,1471.0,City of Los Angeles
33947,f,t,t,8,0,34.12706963578604,-118.25778543866106,Entire home/apt,365,0,2.0,7.0,220.0,2,0,0,36,f,608.0,Other Cities
33948,f,t,t,16,1,34.13179,-118.38656,Entire home/apt,365,8,3.0,3.0,500.0,30,13,13,282,t,1240.0,City of Los Angeles
