,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,number_of_reviews,latitude,longitude,room_type,maximum_nights,availability_30,bedrooms,beds,price,minimum_nights,availability_60,availability_90,availability_365,instant_bookable,host_days_on_Airbnb,Borough
8678,f,t,f,4,2,34.12698,-118.05,Entire home/apt,21,0,3.0,2.0,134.0,2,0,0,0,f,1754.0,Other Cities
8679,t,t,t,8,5,34.10895,-118.34346,Entire home/apt,1125,29,4.0,3.0,1050.0,30,59,89,213,f,2837.0,City of Los Angeles
8680,t,t,t,5,95,33.81948,-118.11278,Entire home/apt,14,2,2.0,2.0,148.0,2,8,19,228,f,1765.0,Other Cities
8681,f,t,t,1,45,33.81292,-118.37299,Private room,1125,0,1.0,1.0,98.0,1,12,41,41,f,1765.0,Other Cities
8683,t,t,t,2,98,34.19988,-118.19533,Private room,30,0,1.0,1.0,125.0,3,0,0,106,t,2500.0,Other Cities
8685,f,t,t,1,0,34.16861,-117.99855,Private room,1125,0,1.0,1.0,60.0,3,0,0,0,f,1772.0,Other Cities
8686,f,t,f,4,221,34.04886,-118.25059,Entire home/apt,60,0,1.0,1.0,132.0,30,0,0,0,f,2407.0,City of Los Angeles
8687,f,t,t,2,8,33.86669,-118.35271,Private room,21,0,1.0,1.0,82.0,2,0,0,0,f,3385.0,Other Cities
8688,t,t,t,4,123,34.04906,-118.53917,Private room,5,12,1.0,2.0,155.0,2,31,40,117,f,3037.0,City of Los Angeles
8689,f,t,t,4,1,34.39041,-118.56303,Private room,1125,0,2.0,2.0,100.0,2,0,0,0,f,2052.0,Other Cities
8690,t,t,t,2,204,34.1642,-118.0049,Private room,1125,7,1.0,1.0,80.0,1,27,57,332,t,2866.0,Other Cities
8691,t,t,t,2,7,33.9754,-118.41528,Entire home/apt,1124,30,1.0,1.0,300.0,30,60,90,365,f,2937.0,City of Los Angeles
8692,t,t,t,4,122,34.06383,-118.38836,Private room,1125,2,1.0,1.0,99.0,1,10,21,285,f,3345.0,Other Cities
8693,f,t,t,6,60,34.01056,-118.44253,Entire home/apt,60,0,3.0,3.0,303.0,30,0,0,0,f,2400.0,City of Los Angeles
8694,t,t,t,5,248,34.09422,-118.43972,Entire home/apt,14,13,2.0,3.0,308.0,1,35,59,148,f,3989.0,City of Los Angeles
8695,f,t,t,2,8,34.0542,-118.29099,Entire home/apt,1125,0,1.0,1.0,93.0,30,0,0,0,f,2887.0,City of Los Angeles
8696,f,t,t,3,5,34.02874,-118.36442,Entire home/apt,1125,0,1.0,1.0,80.0,30,0,0,0,f,2575.0,City of Los Angeles
8697,t,t,t,2,780,33.96142,-118.37598,Entire home/apt,1125,29,1.0,1.0,162.0,1,59,89,89,t,1764.0,City of Los Angeles
8699,f,t,t,3,269,34.09974,-118.32984,Entire home/apt,60,30,,1.0,225.0,30,60,90,364,t,2328.0,City of Los Angeles
8700,f,t,f,2,53,33.98634,-118.44635,Private room,1125,0,1.0,1.0,80.0,30,0,0,0,t,1764.0,City of Los Angeles
8701,f,t,t,1,8,34.05179,-118.24802,Entire home/apt,30,0,,1.0,95.0,30,0,0,0,f,3910.0,City of Los Angeles
8702,f,t,f,1,0,34.10484,-117.8424,Private room,7,0,,1.0,45.0,4,0,0,0,f,1778.0,Unincorporated Areas
8703,t,t,t,2,42,34.29124,-118.49307,Entire home/apt,1125,5,1.0,2.0,125.0,6,29,59,148,t,2394.0,City of Los Angeles
8704,f,t,t,2,47,34.10025,-118.30901,Entire home/apt,1125,0,1.0,1.0,129.0,30,0,2,92,f,2441.0,City of Los Angeles
8706,f,t,t,4,7,34.1028,-118.1879,Entire home/apt,1125,0,1.0,2.0,60.0,30,0,0,0,f,3981.0,City of Los Angeles
8707,f,t,t,2,40,34.04776,-118.38086,Entire home/apt,30,3,,2.0,86.0,3,6,21,21,f,3231.0,City of Los Angeles
8708,f,t,f,4,36,34.04819,-118.4345,Entire home/apt,1124,0,,2.0,80.0,31,0,0,0,f,1752.0,City of Los Angeles
8709,f,t,t,12,38,33.85268,-118.39688,Entire home/apt,1125,17,3.0,7.0,1600.0,1,36,54,327,f,3693.0,Other Cities
8711,f,t,t,1,4,34.07594,-118.39435,Entire home/apt,1125,0,1.0,1.0,500.0,1,0,0,0,f,2215.0,Other Cities
8713,f,t,f,2,0,34.0986,-118.06715,Private room,90,0,1.0,1.0,80.0,7,4,34,34,f,1957.0,Other Cities
8714,f,t,t,2,240,34.0604,-118.37286,Entire home/apt,1125,5,1.0,1.0,92.0,30,5,34,309,f,3088.0,City of Los Angeles
8715,f,t,t,1,0,34.02809,-118.35911,Private room,1125,0,1.0,1.0,75.0,30,0,0,0,f,2891.0,City of Los Angeles
8716,t,t,t,4,215,34.67296,-118.19008,Private room,1125,0,1.0,2.0,40.0,1,0,18,293,t,2997.0,Other Cities
8717,t,t,t,9,108,33.99062,-118.4714,Entire home/apt,1124,30,4.0,5.0,350.0,30,31,48,323,f,3686.0,City of Los Angeles
8718,f,t,t,2,76,33.91853,-118.15006,Private room,1125,6,1.0,2.0,55.0,7,36,66,341,f,2054.0,Other Cities
8719,f,t,t,4,10,33.99688,-118.43764,Private room,90,0,1.0,3.0,109.0,30,27,57,332,f,3303.0,City of Los Angeles
8720,f,t,t,2,0,34.05652,-118.3669,Private room,1125,0,2.0,2.0,65.0,30,0,0,0,f,3416.0,City of Los Angeles
8721,f,t,t,4,40,34.1751,-118.23698,Entire home/apt,100,0,3.0,3.0,300.0,10,0,21,296,f,1762.0,Other Cities
8722,t,t,t,2,294,34.09998,-118.37953,Entire home/apt,14,3,1.0,2.0,269.0,3,11,41,41,f,1762.0,City of Los Angeles
8723,t,t,t,4,440,34.00176,-118.33513,Entire home/apt,21,23,1.0,2.0,134.0,1,46,76,346,f,2573.0,Unincorporated Areas
8724,f,t,t,2,0,34.04697,-118.93483,Entire home/apt,14,0,,1.0,239.0,2,0,0,0,f,3098.0,Unincorporated Areas
8725,f,t,f,1,11,34.03147,-118.40156,Private room,1125,0,1.0,1.0,110.0,30,0,0,0,f,1752.0,City of Los Angeles
8726,f,t,t,3,22,33.94509,-118.36361,Entire home/apt,1125,1,,2.0,213.0,5,31,61,61,f,2338.0,Other Cities
8727,f,t,t,1,1,34.09259,-118.32685,Private room,45,0,1.0,1.0,33.0,30,0,0,0,f,3532.0,City of Los Angeles
8728,f,t,t,8,141,34.08271,-118.29955,Entire home/apt,28,0,4.0,4.0,280.0,2,0,0,0,f,3030.0,City of Los Angeles
8729,f,t,f,4,0,34.17007,-118.46006,Entire home/apt,1125,0,3.0,4.0,430.0,360,0,0,0,f,2506.0,City of Los Angeles
8731,f,t,t,7,113,34.15087,-118.57671,Entire home/apt,1125,20,4.0,7.0,593.0,2,38,60,240,f,2003.0,City of Los Angeles
8732,f,t,f,2,6,34.07411,-118.01192,Private room,365,0,1.0,2.0,50.0,30,2,32,307,f,2276.0,Other Cities
8733,t,t,t,6,34,34.13315,-118.14698,Entire home/apt,1125,10,2.0,3.0,230.0,3,37,55,259,f,1901.0,Other Cities
8734,f,t,t,3,2,34.10993,-118.26807,Entire home/apt,30,0,1.0,1.0,160.0,30,0,0,0,f,3354.0,City of Los Angeles
8735,f,t,t,3,3,34.10284,-118.34331,Entire home/apt,90,30,1.0,1.0,100.0,31,60,89,89,f,1883.0,City of Los Angeles
8736,t,t,t,12,20,33.78047,-118.15726,Entire home/apt,1125,5,4.0,4.0,330.0,31,25,55,327,f,4077.0,Other Cities
8737,f,t,f,2,2,34.04143,-118.38453,Private room,1125,0,1.0,1.0,43.0,30,0,0,0,f,2076.0,City of Los Angeles
8738,t,t,t,4,0,33.99378,-117.89929,Private room,1125,0,2.0,1.0,59.0,3,0,0,0,f,2595.0,Unincorporated Areas
8740,f,t,t,4,15,34.17217,-118.19628,Entire home/apt,1125,5,2.0,2.0,183.0,2,27,45,319,t,3055.0,Other Cities
8741,t,t,t,2,26,34.10147,-118.21996,Private room,1125,0,1.0,1.0,79.0,30,0,0,0,f,4689.0,City of Los Angeles
8742,f,t,t,4,0,34.03724,-118.44608,Entire home/apt,1125,0,1.0,2.0,115.0,30,0,0,0,t,2666.0,City of Los Angeles
8743,f,t,t,1,0,33.86767,-118.36118,Private room,365,0,1.0,1.0,60.0,60,0,0,156,f,2400.0,Other Cities
8744,t,t,f,3,220,34.07443,-118.3258,Entire home/apt,1125,1,1.0,3.0,285.0,2,10,21,44,f,1761.0,City of Los Angeles
8745,t,t,f,1,112,33.87636,-118.35318,Private room,1125,2,1.0,1.0,79.0,1,2,10,100,f,1751.0,Other Cities
8746,f,t,t,2,0,34.08997,-118.36716,Shared room,10,0,1.0,1.0,79.0,2,0,0,0,t,2992.0,Other Cities
8747,t,t,t,2,153,33.75731,-118.1373,Entire home/apt,28,11,,1.0,121.0,2,30,60,150,f,3438.0,Other Cities
8749,f,t,t,4,13,34.08902,-118.14307,Entire home/apt,5,29,1.0,2.0,200.0,2,59,89,89,f,2102.0,Other Cities
8751,f,t,t,1,9,34.0338,-118.47262,Private room,30,9,1.0,2.0,101.0,1,32,32,114,f,1841.0,Other Cities
8752,f,t,f,3,0,33.89714,-118.30782,Private room,14,0,2.0,2.0,185.0,2,0,0,0,f,1761.0,Other Cities
8753,f,t,f,4,127,33.98852,-118.47477,Entire home/apt,1125,0,1.0,1.0,119.0,30,0,0,63,f,2536.0,City of Los Angeles
8754,f,t,t,4,0,33.98415,-118.45491,Entire home/apt,30,0,,2.0,199.0,2,0,0,0,f,1751.0,Unincorporated Areas
8755,f,t,t,5,1,33.98594,-118.44758,Entire home/apt,1125,0,3.0,3.0,500.0,30,0,0,0,f,2514.0,City of Los Angeles
8756,t,t,t,4,221,34.1106,-118.62971,Entire home/apt,1125,3,1.0,2.0,248.0,3,11,27,27,f,2258.0,Unincorporated Areas
8757,t,t,t,8,18,33.73957,-118.39899,Entire home/apt,28,5,3.0,5.0,1300.0,3,10,19,180,t,2668.0,Other Cities
8758,f,t,t,6,34,34.16175,-118.38087,Entire home/apt,1000,0,3.0,3.0,115.0,30,0,0,177,t,3310.0,City of Los Angeles
8759,f,t,t,1,0,34.20117,-118.43036,Shared room,1125,0,1.0,1.0,30.0,30,0,0,0,f,1892.0,City of Los Angeles
8760,f,t,t,12,46,33.98399,-118.46853,Entire home/apt,360,10,4.0,9.0,793.0,30,11,11,168,f,3019.0,City of Los Angeles
8761,f,t,t,16,15,34.05348,-118.30376,Entire home/apt,140,30,10.0,18.0,1275.0,30,60,90,365,f,3430.0,City of Los Angeles
8762,f,t,t,3,3,34.10015,-118.28611,Entire home/apt,31,0,1.0,1.0,75.0,30,0,0,0,f,2271.0,City of Los Angeles
8763,t,t,t,4,123,34.16389,-118.45475,Private room,1125,30,1.0,2.0,89.0,30,60,90,365,t,1827.0,City of Los Angeles
8764,f,t,t,2,0,34.06245,-118.38115,Shared room,1125,0,1.0,1.0,40.0,30,0,0,0,f,2838.0,City of Los Angeles
8765,f,t,t,4,0,34.00279,-118.42399,Entire home/apt,1125,0,1.0,3.0,204.0,30,0,0,0,f,1749.0,City of Los Angeles
8766,t,t,t,1,4,34.08991,-118.24541,Private room,1125,0,1.0,1.0,49.0,30,4,34,34,f,2962.0,City of Los Angeles
8768,f,t,t,2,0,34.1682,-118.36206,Private room,1125,0,1.0,1.0,115.0,30,0,0,0,f,3345.0,City of Los Angeles
8769,f,t,f,2,2,34.10172,-118.02216,Private room,1125,0,1.0,1.0,35.0,1,0,0,0,t,2222.0,Unincorporated Areas
8770,f,t,t,4,24,34.05243,-117.85328,Entire home/apt,7,0,2.0,2.0,118.0,1,0,0,0,f,2030.0,Other Cities
8771,f,t,t,4,7,34.04296,-118.5288,Entire home/apt,90,0,3.0,3.0,300.0,30,3,33,123,f,2500.0,City of Los Angeles
8772,f,t,f,1,1,34.10258,-118.33175,Private room,1125,0,1.0,1.0,50.0,30,0,0,0,f,2290.0,City of Los Angeles
8773,f,t,t,5,1,34.13571,-118.13387,Entire home/apt,6,0,2.0,2.0,193.0,1,0,0,0,t,2880.0,Other Cities
8774,t,t,f,2,253,34.10859,-118.17883,Entire home/apt,30,0,1.0,1.0,98.0,4,0,2,92,f,1759.0,City of Los Angeles
8775,f,t,t,2,12,33.86152,-118.3649,Private room,7,26,1.0,2.0,75.0,1,56,86,361,f,1749.0,Other Cities
8776,f,t,t,6,0,33.99818,-118.44146,Entire home/apt,365,0,3.0,3.0,500.0,30,0,0,0,f,2431.0,City of Los Angeles
8778,f,t,t,4,4,33.99333,-118.47388,Entire home/apt,1125,0,2.0,2.0,350.0,30,0,0,0,f,3373.0,City of Los Angeles
8779,t,t,f,2,174,33.98661,-118.40521,Entire home/apt,1125,2,,1.0,120.0,2,8,38,114,f,1751.0,City of Los Angeles
8780,f,t,f,2,0,33.97252,-118.29732,Private room,30,0,2.0,1.0,350.0,30,0,0,0,f,1735.0,City of Los Angeles
8781,f,t,t,4,25,34.16749,-118.15603,Entire home/apt,27,0,1.0,1.0,150.0,1,0,0,0,f,1672.0,Other Cities
8782,f,t,f,1,0,34.39767,-118.48038,Private room,5,0,1.0,1.0,50.0,1,0,0,0,f,1969.0,Other Cities
8783,f,t,t,2,12,34.04412,-118.25186,Entire home/apt,1125,29,1.0,1.0,170.0,30,59,89,179,t,1808.0,City of Los Angeles
8784,f,t,t,2,0,34.15264,-118.44835,Private room,1125,0,2.0,2.0,80.0,30,0,0,0,f,2428.0,City of Los Angeles
8785,f,t,t,1,0,34.03899,-118.45679,Private room,30,0,1.0,1.0,40.0,30,0,0,0,f,2995.0,City of Los Angeles
8786,f,t,t,5,6,34.04273,-118.36615,Entire home/apt,1125,0,2.0,2.0,290.0,60,0,0,0,f,3980.0,City of Los Angeles
8787,f,t,t,12,81,34.0425,-118.31172,Entire home/apt,90,0,3.0,6.0,175.0,30,0,20,199,f,2099.0,City of Los Angeles
8788,f,t,t,12,64,34.0412,-118.3117,Entire home/apt,180,29,3.0,5.0,182.0,30,59,89,89,f,2099.0,City of Los Angeles
8789,f,t,t,1,0,34.17659,-118.42824,Private room,1125,0,1.0,1.0,39.0,30,0,0,0,f,2018.0,City of Los Angeles
8790,t,t,t,6,189,33.75626,-118.12449,Entire home/apt,1125,4,2.0,4.0,304.0,2,5,12,264,t,1949.0,Other Cities
8791,f,t,f,2,0,34.06153,-118.25797,Private room,1125,0,1.0,1.0,85.0,30,0,0,0,f,2146.0,City of Los Angeles
8792,f,t,t,6,59,34.01095,-118.43742,Entire home/apt,1125,30,2.0,2.0,425.0,30,60,90,90,f,1831.0,City of Los Angeles
8793,f,t,f,2,92,34.08892,-118.59785,Entire home/apt,30,5,,1.0,150.0,2,18,33,220,f,1741.0,Unincorporated Areas
8794,f,t,t,3,67,33.98463,-118.47175,Entire home/apt,180,0,3.0,3.0,425.0,30,12,12,12,f,3022.0,City of Los Angeles
8795,t,t,t,2,368,33.94678,-118.13547,Entire home/apt,1125,3,1.0,1.0,62.0,3,9,23,24,f,1748.0,Other Cities
8796,f,t,t,2,33,34.46475,-118.67119,Private room,1125,0,1.0,1.0,95.0,1,0,0,0,f,1786.0,Unincorporated Areas
8797,f,t,f,2,19,33.98954,-117.90877,Private room,1125,0,1.0,1.0,50.0,1,0,0,0,f,1748.0,Unincorporated Areas
8798,f,t,f,2,0,34.18237,-118.42326,Private room,1125,0,1.0,1.0,99.0,30,0,0,0,f,1748.0,City of Los Angeles
8799,f,t,f,1,1,34.44518,-118.66151,Private room,1125,0,1.0,1.0,100.0,1,0,0,0,f,1741.0,Unincorporated Areas
8800,f,t,f,6,51,34.02101,-118.31693,Entire home/apt,33,0,3.0,4.0,180.0,30,0,2,90,f,2689.0,City of Los Angeles
8801,f,t,t,4,105,33.98024,-118.46754,Entire home/apt,1125,0,2.0,2.0,286.0,30,0,0,0,f,1873.0,City of Los Angeles
8803,f,t,t,2,4,34.06994,-118.3831,Entire home/apt,365,0,2.0,2.0,452.0,30,0,0,0,f,2173.0,City of Los Angeles
8804,t,t,t,1,248,34.10776,-118.31645,Entire home/apt,50,0,,1.0,100.0,2,8,17,126,f,2571.0,City of Los Angeles
8805,f,t,t,3,10,34.08898,-118.3652,Entire home/apt,1125,0,2.0,2.0,199.0,31,0,0,0,f,2255.0,Other Cities
8806,t,t,f,2,184,34.10965,-118.33182,Private room,1125,21,1.0,1.0,64.0,30,21,51,323,t,2839.0,City of Los Angeles
8807,t,t,t,6,98,33.76896,-118.17791,Entire home/apt,1124,19,2.0,2.0,189.0,31,19,19,86,f,2660.0,Other Cities
8808,t,t,t,7,214,34.07695,-118.0701,Entire home/apt,15,7,4.0,7.0,237.0,2,14,37,310,t,3691.0,Other Cities
8809,f,t,t,2,1,34.13455,-118.34365,Private room,1125,0,1.0,1.0,50.0,30,0,0,0,f,2599.0,City of Los Angeles
8810,f,t,f,1,0,34.11313,-118.7523,Private room,29,0,1.0,1.0,90.0,2,0,0,0,f,1741.0,Unincorporated Areas
8811,f,t,t,2,63,34.3757,-118.50992,Private room,1125,0,1.0,1.0,30.0,1,0,0,0,f,1832.0,Other Cities
8814,f,t,t,3,115,34.14926,-118.36869,Private room,30,30,1.0,2.0,160.0,30,60,90,90,f,2593.0,City of Los Angeles
8815,t,t,t,2,208,33.99738,-118.44987,Entire home/apt,23,3,1.0,1.0,191.0,2,11,20,279,t,4081.0,City of Los Angeles
8816,f,t,t,2,0,34.06173,-118.44324,Entire home/apt,1125,0,,1.0,75.0,30,0,0,0,f,2572.0,City of Los Angeles
8817,f,t,t,4,117,33.96103,-118.44198,Entire home/apt,365,23,1.0,2.0,149.0,30,53,83,358,t,1759.0,City of Los Angeles
8818,f,t,t,12,191,34.05562,-117.94772,Entire home/apt,1125,6,4.0,6.0,269.0,2,10,18,89,t,2221.0,Other Cities
8819,f,t,t,2,48,34.05874,-118.26359,Entire home/apt,1125,0,,1.0,83.0,30,0,0,0,f,2903.0,City of Los Angeles
8820,f,t,t,2,1,34.08392,-118.37167,Entire home/apt,90,0,1.0,1.0,80.0,31,0,0,217,f,1734.0,City of Los Angeles
8821,f,t,t,4,4,34.0436,-118.34438,Entire home/apt,1124,0,2.0,2.0,130.0,30,0,1,276,f,3492.0,City of Los Angeles
8823,f,t,t,2,1,34.08671,-118.30321,Private room,1125,0,1.0,1.0,50.0,30,0,0,0,f,2929.0,City of Los Angeles
8824,f,t,t,2,32,34.03821,-118.44642,Private room,1125,29,1.0,1.0,300.0,30,59,89,89,f,1754.0,City of Los Angeles
8825,t,t,t,4,86,34.09542,-118.69717,Private room,14,1,1.0,2.0,105.0,2,1,1,1,f,1740.0,Unincorporated Areas
8826,f,t,f,8,112,33.34114,-118.32463,Entire home/apt,1125,9,3.0,3.0,400.0,2,14,27,284,t,1747.0,Other Cities
8828,f,t,t,1,3,34.00895,-118.33947,Private room,35,0,1.0,1.0,40.0,30,0,0,0,t,2855.0,City of Los Angeles
8829,f,t,t,3,39,34.06131,-118.25071,Entire home/apt,1125,27,,1.0,151.0,30,57,87,362,t,2324.0,City of Los Angeles
8830,f,t,t,8,68,33.88537,-118.11244,Entire home/apt,1125,0,4.0,5.0,218.0,4,0,0,0,f,2105.0,Other Cities
8831,t,t,f,6,6,34.09498,-118.12323,Entire home/apt,1125,23,3.0,4.0,200.0,30,53,83,358,f,3096.0,Other Cities
8832,f,t,f,2,176,33.76326,-118.14015,Entire home/apt,120,15,1.0,1.0,172.0,1,33,63,338,f,1696.0,Other Cities
8833,t,t,f,2,208,33.76586,-118.18228,Entire home/apt,60,16,1.0,1.0,132.0,2,44,74,164,t,1733.0,Other Cities
8834,f,t,t,1,0,34.14838,-118.0045,Private room,1125,0,1.0,1.0,50.0,7,0,0,0,f,2500.0,Other Cities
8835,f,t,t,12,17,34.08717,-118.36168,Entire home/apt,1125,30,5.0,6.0,1500.0,30,60,90,365,f,2936.0,City of Los Angeles
8836,f,t,t,2,122,34.0963,-118.27226,Entire home/apt,45,11,,2.0,150.0,30,21,51,141,t,1803.0,City of Los Angeles
8837,f,t,t,8,0,34.03237,-117.83463,Entire home/apt,30,0,4.0,5.0,318.0,1,0,0,0,f,1746.0,Other Cities
8838,f,t,f,6,2,33.86968,-118.37151,Entire home/apt,1125,1,3.0,3.0,485.0,7,26,56,331,f,1733.0,Other Cities
8839,f,t,t,7,32,34.08722,-118.15541,Entire home/apt,50,0,3.0,3.0,310.0,1,0,0,0,f,3870.0,Other Cities
8840,f,t,t,2,71,34.1892,-118.45783,Private room,1125,1,1.0,1.0,50.0,31,23,53,116,f,3099.0,City of Los Angeles
8842,f,t,t,2,150,34.02831,-118.51744,Entire home/apt,1125,25,1.0,1.0,100.0,30,51,79,350,f,4084.0,City of Los Angeles
8844,t,t,t,4,193,33.77121,-118.17871,Entire home/apt,29,29,1.0,1.0,221.0,3,59,89,89,f,2420.0,Other Cities
8845,f,t,t,4,25,34.09474,-118.33048,Entire home/apt,30,0,2.0,2.0,350.0,30,0,0,0,f,1745.0,City of Los Angeles
8846,t,t,t,16,147,34.01494,-118.12984,Entire home/apt,1125,5,7.0,13.0,472.0,2,10,19,121,f,1811.0,Other Cities
8847,f,t,f,2,1,33.87845,-118.37684,Private room,1125,0,1.0,1.0,44.0,30,0,0,0,t,2410.0,Other Cities
8848,f,t,t,2,2,34.09557,-118.35476,Entire home/apt,1125,0,1.0,1.0,160.0,30,0,0,0,f,2527.0,City of Los Angeles
8849,t,t,t,4,103,33.96011,-118.36802,Entire home/apt,21,0,2.0,3.0,600.0,2,0,0,0,f,2440.0,Other Cities
8850,f,t,f,7,0,34.0901,-117.74772,Entire home/apt,1125,0,3.0,4.0,252.0,1,0,0,0,t,1745.0,Other Cities
8851,f,t,f,1,1,34.10273,-118.29141,Entire home/apt,1125,0,,1.0,82.0,30,0,0,0,f,2197.0,City of Los Angeles
8852,f,t,t,2,19,33.99748,-118.47295,Private room,30,0,1.0,1.0,75.0,30,0,0,0,f,1745.0,City of Los Angeles
8853,f,t,t,2,2,34.16519,-118.37198,Entire home/apt,1125,0,1.0,1.0,64.0,30,0,0,0,f,2960.0,City of Los Angeles
8854,f,t,t,5,0,34.09419,-118.3633,Shared room,1125,0,1.0,1.0,105.0,1,0,0,0,f,2590.0,Other Cities
8855,f,t,t,3,26,34.08391,-118.26285,Entire home/apt,40,0,1.0,2.0,90.0,30,0,0,0,f,3321.0,City of Los Angeles
8856,f,t,t,5,25,34.09519,-118.33936,Entire home/apt,1125,0,2.0,3.0,149.0,30,0,0,0,f,4571.0,City of Los Angeles
8857,f,t,t,1,16,34.05097,-118.46352,Private room,300,3,1.0,1.0,60.0,30,3,25,25,f,2238.0,City of Los Angeles
8858,f,t,t,4,19,33.76963,-118.18766,Hotel room,365,18,1.0,1.0,300.0,1,18,18,266,t,1920.0,Other Cities
8859,f,t,t,2,0,34.09067,-118.09799,Private room,1125,28,1.0,2.0,90.0,5,58,88,363,f,1733.0,Other Cities
8860,f,t,t,1,33,34.11043,-118.33322,Entire home/apt,1125,23,1.0,1.0,85.0,30,49,79,79,f,1739.0,City of Los Angeles
8861,t,t,t,4,93,34.08958,-118.37451,Entire home/apt,1125,30,2.0,2.0,290.0,30,60,90,129,t,2251.0,City of Los Angeles
8862,t,t,t,4,47,34.18988,-118.12251,Entire home/apt,120,4,,2.0,165.0,2,18,34,182,f,3671.0,Unincorporated Areas
8863,t,t,t,2,342,33.96092,-118.37577,Entire home/apt,1000,30,1.0,1.0,239.0,2,60,90,90,t,1764.0,Other Cities
8864,f,t,t,4,0,34.04599,-118.26408,Entire home/apt,1125,0,,1.0,180.0,30,0,0,0,f,3018.0,City of Los Angeles
8865,t,t,t,2,59,34.01363,-118.39912,Entire home/apt,1125,5,1.0,1.0,125.0,2,5,5,161,f,3063.0,Other Cities
8866,f,t,t,3,127,34.08621,-118.34867,Entire home/apt,1125,0,,2.0,80.0,30,16,46,46,f,3132.0,City of Los Angeles
8867,f,t,t,6,78,34.0918,-118.44711,Entire home/apt,90,0,3.0,3.0,285.0,30,1,1,154,t,2929.0,City of Los Angeles
8868,f,t,t,6,31,34.43478,-118.55883,Private room,15,0,3.0,3.0,89.0,2,0,0,0,f,3322.0,Other Cities
8869,f,t,t,2,16,33.92008,-118.25195,Private room,15,0,1.0,2.0,39.0,1,0,0,0,f,2207.0,Unincorporated Areas
8870,f,t,f,3,0,34.09207,-118.29751,Entire home/apt,1125,30,1.0,2.0,105.0,30,60,90,365,f,1732.0,City of Los Angeles
8871,f,t,f,4,8,34.10309,-118.2561,Entire home/apt,1125,0,1.0,2.0,250.0,30,0,0,0,t,2891.0,City of Los Angeles
8872,f,t,t,2,0,34.09307,-118.3681,Entire home/apt,120,0,1.0,1.0,100.0,90,0,0,0,f,2595.0,Other Cities
8873,t,t,t,5,5,34.08146,-118.31735,Entire home/apt,60,1,3.0,3.0,299.0,14,1,1,157,f,3076.0,City of Los Angeles
8874,t,t,t,2,160,34.08401,-118.35038,Entire home/apt,365,0,,1.0,129.0,4,4,8,191,f,3968.0,City of Los Angeles
8875,f,t,t,5,9,33.98553,-118.40208,Entire home/apt,1125,0,1.0,3.0,99.0,30,0,0,0,f,1744.0,City of Los Angeles
8876,f,t,t,6,12,33.78722,-118.17754,Entire home/apt,1125,0,2.0,2.0,70.0,31,0,0,0,f,2861.0,Other Cities
8877,f,t,f,2,0,34.16452,-118.09802,Private room,3,0,1.0,1.0,70.0,1,0,0,0,f,1738.0,Other Cities
8878,f,t,t,6,8,34.07565,-118.60219,Entire home/apt,1125,0,3.0,4.0,256.0,3,0,0,0,f,1744.0,Unincorporated Areas
8879,f,t,t,6,4,34.15886,-118.05157,Entire home/apt,1125,0,3.0,4.0,200.0,2,0,0,0,f,3118.0,Other Cities
8880,f,t,t,9,0,34.04736,-118.56828,Entire home/apt,1125,30,5.0,5.0,1250.0,30,33,34,309,f,2606.0,City of Los Angeles
8881,t,t,t,2,220,33.92976,-118.36044,Entire home/apt,90,7,1.0,1.0,136.0,3,21,28,118,f,1971.0,Other Cities
8882,f,t,f,2,100,34.0683,-118.33942,Entire home/apt,28,15,1.0,1.0,200.0,1,33,40,315,f,1744.0,City of Los Angeles
8883,f,t,f,1,7,34.14013,-118.71438,Private room,365,0,1.0,1.0,70.0,31,0,27,302,f,1732.0,Other Cities
8885,t,t,f,2,275,34.04305,-118.38275,Entire home/apt,30,0,,1.0,85.0,30,0,0,0,t,3202.0,City of Los Angeles
8886,t,t,t,4,78,33.990589,-118.335938,Entire home/apt,1125,21,2.0,3.0,185.0,2,46,76,351,f,1732.0,City of Los Angeles
8887,f,t,t,2,0,34.10225,-118.30354,Entire home/apt,30,0,1.0,1.0,65.0,30,0,0,0,f,2606.0,City of Los Angeles
8888,f,t,t,4,7,34.05169,-118.30066,Entire home/apt,1125,0,,2.0,71.0,30,0,0,0,f,1731.0,City of Los Angeles
8889,f,t,t,4,7,33.96345,-118.3997,Private room,1125,27,2.0,2.0,160.0,30,57,87,362,t,3712.0,City of Los Angeles
8890,f,t,t,4,3,34.05545,-118.30652,Entire home/apt,1125,0,1.0,2.0,80.0,30,0,0,0,t,4002.0,City of Los Angeles
8891,t,t,t,5,136,34.11643,-118.165,Entire home/apt,180,3,,5.0,149.0,2,10,16,109,t,1840.0,Other Cities
8892,t,t,f,8,153,34.00644,-118.45379,Entire home/apt,1125,21,3.0,6.0,496.0,2,36,39,39,f,2315.0,City of Los Angeles
8893,t,t,t,1,99,33.89821,-118.32937,Private room,1125,0,1.0,1.0,46.0,4,0,15,290,f,2379.0,Unincorporated Areas
8895,f,t,f,1,0,34.05665,-118.11544,Private room,1125,0,1.0,1.0,50.0,15,0,0,0,f,1989.0,Other Cities
8896,t,t,t,2,30,34.14889,-118.11398,Entire home/apt,1125,5,,1.0,278.0,4,35,58,237,f,1731.0,Other Cities
